,Video Title,Links,Channel Name,Duration,Views,Likes,No. of Comments,Days since Upload
281,BIG PRICE CUT ON HYBRID CARS. BUDGET 2023 EXPECTATION,https://www.youtube.com/watch?v=Gz_sS_nCecI,Oneindia Hindi | वनइंडिया हिंदी,1:22:10,"62,147",1.9K,193,32
282,Union Budget 2023: All Eyes on FM Nirmala Sitharaman's Fifth Budget Speech | India,https://www.youtube.com/watch?v=x7H1kACYI1g,CNN-News18,4:43,"2,365",71,2,31
283,Budget 2023: Modi Govt’s Last Full Budget Before Elections | Will India Spend More?,https://www.youtube.com/watch?v=r48ovVGFiDw,Business Today,49:07,"4,284",15,0,32
284,Budget के बाद First India News का विश्लेषण | Rajasthan Budget 2023,https://www.youtube.com/watch?v=UQtJ8xL1Dg4,MyOnlineCA,11:42,"34,036",581,40,21
285,Union Budget 2023-24: Nirmala Sitharaman Today Speech On Union Budget | English News | Budget 2023,https://www.youtube.com/watch?v=pLC5kxtSaeA,India Today,23:41,"6,493",87,2,30
286,Union Budget 2023: बजट में क्या- क्या है देखिए TV9 पर हर अपडेट | PM Modi | Nirmala Sitaraman,https://www.youtube.com/watch?v=eP3kUDC1f-o,Lapaas Voice,14:49,"25,591",168,9,30
287,Budget 2023 Highlights | Nirmala Sitharaman | Union Budget 2023-24 | PM Modi - TV9,https://www.youtube.com/watch?v=d8FIkS9aQEQ,CNBC-TV18,59:26,"48,878",Like,2,30
288,Budget 2023 Live: बजट में कुछ बड़ा होगा? | Nirmala Sitharaman | Union Budget 2023 | CNBC Awaaz Live,https://www.youtube.com/watch?v=2F5oAjco3ec,Hindustan Times,1:06:31,"20,567",104,4,31
289,"India ने अपने Budget में Afghanistan, Nepal, Maldives, Srilanka को करोड़ों रुपय देने का किया ऐलान",https://www.youtube.com/watch?v=xF3C8L_m4Og,Uncut,9:46,"45,991",1.4K,124,28
290,What Union Budget 2023-24 delivered in Reality? Vs. Expectations | Post Budget Talks | UPSC Economy,https://www.youtube.com/watch?v=GAX-BfCmj34,Aaj Tak,24:18,"9,537",309,5,28
291,Personal Income Tax: Decoding The New Tax Regime | Budget 2023 | Business News | CNBC-TV18,https://www.youtube.com/watch?v=aE4KsccvGNU,Zee Business,55:29,"25,680",140,17,30
292,"Budget 2023: हिंदुस्तान के बजट में पाकिस्तान को बेहद दिलचस्पी, आखिर ऐसा क्यों ?",https://www.youtube.com/watch?v=md376-YP_Cw,Republic World,27:51,"48,386",343,27,31
293,7 लाख का गणित समझकर हो जाएंगे हैरान LIVE : Union Budget 2023 | Taxpayers |Rebate|New Income Tax Slab,https://www.youtube.com/watch?v=oXnHd2ESlCs,IndiaTV,1:29:13,"266,783",1.5K,12,30
294,Budget2023| India Budget 2023| union budget 2023| Finance| Nirmala Sitharaman,https://www.youtube.com/watch?v=utIb2JkZe_c,Oneindia Hindi | वनइंडिया हिंदी,1:41:04,"2,147",10,0,31
295,Union Budget 2023: क्या इस बजट से आम जनता को Petrol-Diesel के बढ़ते दामों से मिलेगी राहत ? | PM Modi,https://www.youtube.com/watch?v=BYLFFhLWb4c,The Indian Express,38:23,"16,674",203,8,30
296,Post Budget Analysis | Union Budget 2023 | 01st February 2023,https://www.youtube.com/watch?v=lWfnLBkxiJM,Sun News,46:47,"45,068",747,1,30
297,"Budget 2023: Gold और Platinum से बने उत्पादों पर बढ़ा शुल्क, जानें Nirmala Sitharaman ने क्या कहा",https://www.youtube.com/watch?v=eJ5eDcAbHFY,Mycarhelpline. com,14:51,"5,569",52,7,30
298,06 February | Daily Current Affairs (1076) | Union Budget 2023-24 | Gayatri Mantra| Kumar Gaurav Sir,https://www.youtube.com/watch?v=g3KbFohjyzQ,Firstpost,,"650,128",62K,576,25
299,Budget 2023: Special Analysis Of Nirmala Sitharaman's Budget,https://www.youtube.com/watch?v=3Wd41lCOU4w,moneycontrol,14:49,"18,866",79,3,30
300,Central Bank of India Scale III and IV 2023: Union Budget 2023 MCQs,https://www.youtube.com/watch?v=luOelbZJtgM,First India News,29:58,"6,149",147,9,27
301,Pakistani Reaction On India's Budget 2023 | Defence Budget | ISRO Budget | Income Tax Budget 2023,https://www.youtube.com/watch?v=VR32Zu7iMks,CNN-News18,35:40,"30,122",409,64,28
302,Union Budget 2023: Finance Minister Nirmala Sitharaman To Present Her 5th Budget Today,https://www.youtube.com/watch?v=7afYuySUnCc,TV9 Bharatvarsh,38:23,"18,932",94,2,30
303,Class 213 | India Budget 2023 - PART 2 | ಕೇಂದ್ರ ಬಜೆಟ್ -2023 | Amaresh Pothnal | Amar's Classes |,https://www.youtube.com/watch?v=zkHLyDjSAX4,TV9 Telugu Live,38:05,"9,857",649,40,23
304,Finance Minister Announces Scheme To Promote Alternative Fertilisers,https://www.youtube.com/watch?v=7zKFTJozKpo,CNBC Awaaz.,6:32,"109,420",609,15,30
305,"Budget 2023: Focus On Middle Class, Big Tax Relief, Infra Push In Budget Before 2024",https://www.youtube.com/watch?v=fEoA-KC3UWo,Bharat Tak,1:15:33,"67,892",433,20,30
306,Budget 2023: ये हैं Modi सरकार की 7 प्राथमिकताओं वाला Budget,https://www.youtube.com/watch?v=VBkpmisK8nY,StudyIQ IAS,2:30:36,"251,813",1.8K,8,30
307,"Budget 2023-24 expectations for Auto sector, what will get for auto sector?",https://www.youtube.com/watch?v=-Z1qkchDdK4,CNBC-TV18,30:03,"16,340",38,1,31
308,"Budget 2023: Kya Sasta Hua, Kya Mehanga List। Nirmala Sitharaman। Mobile। Gold Rates। Electric Cars",https://www.youtube.com/watch?v=2SEh2JGiw94,ABP NEWS,23:51,"77,975",599,52,30
309,Union Budget 2023-24 Telugu | Finance Minister Nirmala Sitharaman Speech | Parliamentary Budget,https://www.youtube.com/watch?v=2RjdWKKzSZk,Firstpost,1:41:04,"14,149",417,12,30
310,Union Budget 2023-24 | Budget 2023 Current Affairs | बजट 2023 | Budget 2023 MCQ Questions | Economic,https://www.youtube.com/watch?v=yhBjLBChCAI,Zee News,16:08,"92,061",4.2K,131,28
311,President Droupadi Murmu LIVE Speech: Union Budget 2023-24 | President Addresses Budget Session,https://www.youtube.com/watch?v=1niib9n1y-E,CNBC Bajar,1:03:56,"7,132",58,0,31
312,INDIA'S FREE FOOD SCHEME IN BUDGET 2023-24 | FOOD CRISIS IN PAKISTAN | PAK REACTION ON INDIA | SANA,https://www.youtube.com/watch?v=cJ07CxCRSlw,IndiaTV,1:44:43,"136,670",3.5K,1125,26
313,Union Budget LIVE: हिंदी में समझिए देश का आम बजट | Budget 2023 | Budget News LIVE | आम बजट LIVE,https://www.youtube.com/watch?v=9WsjvaZ0ubU,Doordarshan National,14:13,"43,869",305,3,30
314,Budget 2023 LIVE: Income Tax में बड़ी राहत | Hindi News | New Income Tax Slab | Taxpayers | PM Modi,https://www.youtube.com/watch?v=aT-jjdfFQrw,Zee News,2:32:44,"15,369",69,9,30
315,Budget 2023-24 Updates LIVE - India Union Budget। Economic Survey | News24 | PM Modi,https://www.youtube.com/watch?v=vpjdCweaBJY,UTKARSH CLASSES JODHPUR,1:00:48,"9,335",56,4,30
316,Union Budget 2023: Will New Income Tax Slabs Bring Cheer For Salaried Class?,https://www.youtube.com/watch?v=0MgZbnR7wJA,NDTV,24:22,"21,596",58,10,30
317,Watch: Minister Ashwini Vaishnaw vs Congress' Shashi Tharoor On Budget 2023,https://www.youtube.com/watch?v=LORLpKdCoVQ,BankExamsToday,41:50,"20,273",209,97,29
318,UPSC | Polity | Budget decoding - Indian's Union budget 2023-2024 | Ms.Madhavi,https://www.youtube.com/watch?v=eLDCHhT_-Rg,Public Reaction Show,3:11:10,602,47,4,-1
319,Union Budget 2023: बजट में बढ़ेगी पीएम किसान सम्मान निधि की राशि | Nirmala Sitaraman,https://www.youtube.com/watch?v=JZ2bEeO-lLQ,Public TV,6:36,-1,1.8K,99,30
320,Budget Speech LIVE: Defence Sector Gets A Boost | Budget 2023,https://www.youtube.com/watch?v=FllfYWqVRvM,Amar's Classes,28:54,"188,765",Like,2,30
321,Budget 2023 Live Updates: देश के बजट की महाकवरेज | Union Budget 2023 Live | CNBC Awaaz Live | News,https://www.youtube.com/watch?v=LJ8aNCF5wnc,NDTV,49:13,"16,847",236,2,30
322,Pakistani Reacts to INDIAN BUDGET EXPLAINED IN 10 MINUTES | Budget 2023 explained | Abhi and Niyu,https://www.youtube.com/watch?v=_r8VFno0y-Y,NDTV,18:58,"58,878",1.6K,180,29
323,"Union Budget 2023: What's Cheaper, What's Costlier? | Capital TV",https://www.youtube.com/watch?v=2M5SwcwHM70,NDTV India,55:01,"48,708",1.2K,46,30
324,ZEE Business Union Budget 2023 with Anil Singhvi LIVE: FM Nirmala Sitharaman Full Budget,https://www.youtube.com/watch?v=fsJ43uQEpNc,Zee Business,55:31,"50,338",2.3K,4,30
325,Budget Session | Rajasthan Assembly | Ashok Gehlot | First India Live,https://www.youtube.com/watch?v=hy8kGZnjZE8,Live Hindustan,1:41:04,"279,639",643,1,3
326,केंद्रीय बजट 2023-24 important Questions | Union Budget 2023-24 | Budget 2023 | Current affairs 2023,https://www.youtube.com/watch?v=vVLR07n9VBw,Adda247 Telugu,10:51,"56,385",2.8K,123,30
327,Modi सरकार के Budget में 200 करोड़ मिलते ही ‘भावुक’ हुए Taliban ने कह दी बड़ी बात,https://www.youtube.com/watch?v=dYPaoSmqaQE,IndoLogus,9:07,"63,954",24K,1230,-1
328,"Electric Vehicle, Mobile Phone सस्ते होने की बात Budget 2023 में हुई, पर अंदर का सच कुछ और है!",https://www.youtube.com/watch?v=urNRCxukQxE,India Today,29:43,-1,1K,92,27
329,Budget 2023 | New Tax Regime For Salaried Person And Pensioners | No Tax Up To 3 Lacs Rs | ET Now,https://www.youtube.com/watch?v=A6i8qF9SfIM,Sana Amjad,25:44,"66,309",66,9,30
330,🔴Black and White with Sudhir Chaudhary LIVE: Budget 2023 | Income Tax Slab | Nirmala Sitharaman,https://www.youtube.com/watch?v=eD441aT08gg,ABP NEWS,2:30:36,"12,029",4K,51,30
331,"Budget Income Tax : इस बजट में करदाता, आम आदमी, मध्यम वर्ग के लिए क्या-क्या है? (BBC Hindi)",https://www.youtube.com/watch?v=jr1g8UfMI-g,News18 India,14:51,"316,003",Like,625,30
332,CNBC Awaaz | First Trade Live Updates | Business News Live | Budget 2023 Live | Stock Market Live,https://www.youtube.com/watch?v=PZqh68BxUg0,News 24,28:54,"390,623",1.3K,1,30
333,🔴Budget 2023 LIVE: Nirmala Sitharaman Speech | PM Modi Govt | अमृतकाल का बजट 2023 | Hindi News,https://www.youtube.com/watch?v=jiNia8s-utQ,StudyIQ IAS,20:19,"314,608",275,0,30
334,Budget 2023: बजट में महिलाओं के लिए बचत योजना का ऐलान | Nirmala Sitharaman,https://www.youtube.com/watch?v=zjZsTC5E5_g,India Today,52:48,"41,575",168,20,30
335,"आयकर में बड़ी छूट का ऐलान, बजट 2023 Live | Budget 2023 | Nirmala Sitharaman | Parliament | #TV9D",https://www.youtube.com/watch?v=qmF7TgczPSc,NDTV,14:47,"28,570",84,8,30
336,NEW Saving Scheme for Women | Budget 2023 For Salaried Employees | Senior Citizen Savings Scheme 23,https://www.youtube.com/watch?v=vgQ6Ekwv3e4,AICSCC TN,1:41:04,"15,554",448,43,30
337,Decoding Budget 2023 With Raghav Bahl | What It Means For India's Green Push?,https://www.youtube.com/watch?v=Xz0-_k3yhqk,TV9 Bharatvarsh,5:51,"17,369",24,1,26
338,Budget 2023: Market को बजट से क्या नहीं चाहिए ? जानें इस पर Experts की राय | CNBC Awaaz | Top News,https://www.youtube.com/watch?v=_hTYtPEsGgE,Republic World,45:01,940,19,1,30
339,"Union Budget 2023: Post Budget Analysis with Shuchi Ray, partner, Deloitte India | DNA India",https://www.youtube.com/watch?v=C-U1VcBKFrI,CNBC Awaaz.,3:53,"3,162",57,2,30
340,Budget 2023 | 'India’s G20 Gives Unique Opportunity to Strengthen nation’s Role': Nirmala Sitharaman,https://www.youtube.com/watch?v=b2-NIITWYMs,Aaj Tak,23:44,"19,099",Like,1,30
341,⚡Good News Electric vechiles Price Less | Goverment New policy 2023 | Budget 2023 | Ride with mayur,https://www.youtube.com/watch?v=7qw0h4Src_k,"News,views, & updates.",1:20:40,288,290,49,28
342,Stocks to Buy After Budget 2023 | Best Stocks to Invest in 2023 | Best Stocks to Buy Now,https://www.youtube.com/watch?v=OZ7dZRFBxV8,Princy Parikh,,"12,198",5.7K,389,28
343,A Deep Dive Into Union Budget 2023: India Inc. Quizzes The Budget Architects | The Budget Verdict,https://www.youtube.com/watch?v=TdzVTtGPLcs,Groww plus,22:14,"118,236",1,1,27
344,Budget 2023: आम बजट पेश होने से पहले देखिए कैसा है वित्त मंत्रालय के बाहर का माहौल | Hindi News,https://www.youtube.com/watch?v=beARfNfte3o,CAPITAL TV,21:11,565,111,9,30
345,UNION BUDGET INDIA 2023-24 FOR JAMMU & KASHMIR | PAKISTANI REACTION ON INDIA REAL ENTERTAINMENT TV,https://www.youtube.com/watch?v=Av_h8XFtswY,Zee Business,26:39,"12,796",14K,7293,29
346,200 CRORE FOR AFGHANISTAN IN INDIA'S UNION BUDGET 2023-24 😮 | PAKISTANI REACTION ON INDIA REAL TV,https://www.youtube.com/watch?v=mDBGDIvekBY,First India News,26:39,"630,902",20K,3119,27
347,India's MEGA $550 Billion Budget 2023 | Defence Budget | ISRO Budget | Pakistani Blast Reactions,https://www.youtube.com/watch?v=twrJdzKMhqA,India Today,34:51,"811,167",777,888,29
348,బడ్జెట్ 2023 సమగ్ర విశ్లేషణ!Budget 2023 analysis in Telugu by Santhosh Rao UPSC,https://www.youtube.com/watch?v=a66RzuhK7lM,Gk Track,19:42,"37,994",2.2K,154,30
349,Episode 4: Vantage with Palki Sharma | U.S vs China: Another war in the making? | India Budget 2023,https://www.youtube.com/watch?v=EnX9tYGRhQA,NMF News,21:59,"70,018",1.8K,273,31
350,Railway Budget 2023 : रेलवे का होगा कायापलट | अबतक के सबसे बड़े बजट का ऐलान | जानिए क्या है सौगात?,https://www.youtube.com/watch?v=8PUumZULakk,The Lallantop,12:32,"380,992",Like,2,30
351,Rajasthan Current Affairs 2023 (812) | Rajasthan Budget 2023 | For Rajasthan All Exam | Narendra Sir,https://www.youtube.com/watch?v=PCt9kkQDyN8,ET NOW,,"8,251",19K,529,21
352,"Before Budget 2023, Which Stocks To BUY In The Dip? Traders & Investors Must Watch | Anil Singhvi",https://www.youtube.com/watch?v=SVXO3g_tlNs,Aaj Tak,42:39,"324,397",268,3,59
353,Union Budget 2023-24 | EM | Indian Budget | కేంద్ర బడ్జెట్ | #shyaminstitute,https://www.youtube.com/watch?v=L1AaCndrCDU,Firstpost,1:22:48,"20,629",254,-1,28
354,Budget 2023 Expectations ~ India Budget | Government of India 2023-24 | Ace Group India,https://www.youtube.com/watch?v=rNksBw76HXQ,BBC News Hindi,4:49,"7,493",9,1,35
355,Budget 2023 से बनेगी 2024 में बात? समझिए बजट का पूरा गुणा-गणित,https://www.youtube.com/watch?v=3ruLiC8RacA,CNBC Awaaz.,27:51,"45,987",6.1K,404,30
356,Budget 2023: Way forward for Indian Economy and Industry,https://www.youtube.com/watch?v=KKFXKjw_syQ,StudyIQ IAS,12:30,"482,492",8,0,27
357,Union Budget 2023 : क्या है बजट का सच ? | Sitharaman | Adani | Modi,https://www.youtube.com/watch?v=sfhcad5b8Ik,News18 India,3:17:42,160,38K,2525,30
358,Post Budget Webinar - Unleashing the Potential — Ease of Living using Technology,https://www.youtube.com/watch?v=p9_1wpqqKX4,TV9 Bharatvarsh,55:31,"966,062",686,15,3
359,Today Breaking News LIVE : आज 03 मार्च 2023 के मुख्य समाचार | बड़ी खबरें | Top Hindi News | News 18,https://www.youtube.com/watch?v=AepJWh9JuU0,TV9 Marathi,2:30:36,"14,213",2.1K,0,-1
360,🔴हंगामे की भेंट चढ़ा CM गहलोत का बजट भाषण । Rajasthan Budget 2023 । Ashok Gehlot । First India Live,https://www.youtube.com/watch?v=g3ZBQuM1xAM,TV9 Bharatvarsh,7:29,"364,494",332,5,21
361,INDIA BECOMES WORLD FASTEST GROWING ECONOMY | BUDGET 2023 | PAKISTANI REACTION ON INDIA | REAL TV,https://www.youtube.com/watch?v=2suhEXI0VIY,जोश Money,9:11,-1,9.3K,3048,30
362,"UP Budget 2023-24 LIVE : यूपी बजट 2023, जानिए किसको-क्या मिला LIVE | UP Budget Session 2023",https://www.youtube.com/watch?v=qPNuMkMtdMY,The Quint,1:05:45,"32,431",103,6,9
363,Kashmiri's On 35581CR For Kashmir India Budget 2023-24: PAK PM Sensational FREEZE KASHMIR Plot Claim,https://www.youtube.com/watch?v=gYqSpM4LXSk,CNBC Awaaz.,41:49,"370,027",5.7K,4185,24
364,Top 15+ Best Upcoming Mobile Phone Launches⚡March 2023,https://www.youtube.com/watch?v=_kftb3baRi8,India Today,23:49,"9,092",42K,2129,6
365,Budget 2023: Know About the History and Interesting Facts of Indian Budget | Swatantra Khabar Ep 148,https://www.youtube.com/watch?v=RMIRFpoVl2M,DNAIndiaNews,14:51,"163,221",9,0,30
366,🔴Rajasthan Budget 2023 Live: राजस्थान बजट 2023 से जुड़ी हर अपडेट | Ashok Gehlot Budget,https://www.youtube.com/watch?v=io4mtMGteRQ,Republic World,2:22:00,"658,599",624,8,21
367,CM गहलोत के बजट भाषण के दौरान हंगामा । Rajasthan Budget 2023। Ashok Gehlot । First India Live,https://www.youtube.com/watch?v=wOokia5RuiU,News18 India,30:44,376,1K,29,21
368,Today Breaking News LIVE : आज 02 मार्च 2023 के मुख्य समाचार | बड़ी खबरें | Top Hindi News | News 18,https://www.youtube.com/watch?v=zFkd6pNMJNE,Ride With Mayur,43:12,"46,953",491,3,2
369,Rajasthan Budget Session 2023 | Rajasthan Budget 2023 | Rajasthan Assembly | First India Live,https://www.youtube.com/watch?v=DdUTWAHmA7k,Neeraj joshi,52:56,"74,799",706,7,31
370,Union Budget 2023-24 MCQ || केंद्रीय बजट 2023-24 महत्वपूर्ण एमसीक्यू || Indian Economy important mcq,https://www.youtube.com/watch?v=OeB_Tz7LAEQ,CNBC-TV18,1:02:34,"89,776",27,3,0
371,Best Car in 4 to 5 Lakh Budget in 2023 | Best car in 2023 | Car Within 5 Lakh Budget in India,https://www.youtube.com/watch?v=L_uiriUpJAc,News18 India,,"44,641",Like,13,59
